patente;tipo;bloqueante;veredicto;fecha_correcta;tiene_la_base;calza;evidencia
SVBJ-56;inscripcion_rnvm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO FOLIO : 600002963487 | CIVIL E IDENTIFICACIÓN | Código Verificación:"
SVBJ-56;inscripcion_sec;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PAGINA 1 de 2 | Comprobante de Declaración de Camión Tanque de Transporte de | Combustibles Líquidos."
SVBJ-56;inventario_neumaticos;;ILEGIBLE;;Wed Jan 20;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-56;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Calama, 16 de septiembre de 2025 | CERTIFICADO DE LAMINAS DE SEGURIDAD | Pillado y Compañía Limitada, Rut 77.316.540-8, por medio del presente documento,"
SVBJ-56;mantencion;;ILEGIBLE;;Thu Dec 23;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-56;padron;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO | CIVIL E IDENTIFICACIÓN | REPUBLICA DE CHILE"
SVBJ-56;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 SV-BJ56-K"
SVBJ-56;revision_tecnica;SI;ILEGIBLE;;Sun Dec 20;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-56;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
SVBJ-56;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
SVBJ-56;tacografo;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-56;tc8_sec;SI;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;aire_acondicionado;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;analisis_gases;;ILEGIBLE;;Sat Nov 07;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;ausencia_falla_ecm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;calibracion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
SVBJ-57;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;ficha_tecnica;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;flujo_descarga;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;gps;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;hermeticidad;SI;DECLARA;2027-08-07;Sat Aug 07;NO;"Fecha de vencimiento : 07 de agosto de 2027"
SVBJ-57;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;inscripcion_rnvm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO FOLIO : 600002963489 | CIVIL E IDENTIFICACIÓN | Código Verificación:"
SVBJ-57;inscripcion_sec;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PAGINA 1 de 2 | Comprobante de Declaración de Camión Tanque de Transporte de | Combustibles Líquidos."
SVBJ-57;inventario_neumaticos;;ILEGIBLE;;Fri Dec 18;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD N°15273 | EQUIPO : VOLVO | SERIE : 93KKYM0D5 RE190769"
SVBJ-57;mantencion;;ILEGIBLE;;Sat Nov 14;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;operatividad;;NO DECLARA;SIN VENCIMIENTO;Tue Jul 06;si;"VOL Vo | CERTIFICADO DE OPERATIVIDAD 23441 | 07 de enero de 2026"
SVBJ-57;optico_sobrellenado;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;otra;SI;NO DECLARA;SIN VENCIMIENTO;Sun Aug 20;si;"CERTIFICADO DE INSTALACIÓN DE DISPOSITIVO | ND Solutions, Equipamiento Vehicular, certifica que el siguiente producto: | SISTEMA ADAS – TERCER OJO"
SVBJ-57;padron;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO | CIVIL E IDENTIFICACIÓN | REPUBLICA DE CHILE"
SVBJ-57;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 SV-BJ57-8"
SVBJ-57;revision_tecnica;SI;ILEGIBLE;;Sat Nov 07;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
SVBJ-57;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
SVBJ-57;tacografo;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;tc8_sec;SI;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVBJ-57;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVCZ-38;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLAD0 | EMPRESAS Coquimbo, 14 de noviembre de 2025 | CERTIFICADODE MANTENCION DE AIRE"
SVCZ-38;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Wed Nov 04;si;"REVISIONES GUAYACAN SpA FECHA | AV. LA CANTERA 1351 COQUIMBO 04 MAYO 2026 | PLACA PATENTE"
SVCZ-38;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | Coquimbo, 04 de noviembre de 2025 EMPRESAS | CERTIFICADO DE AUSENCIA DE CODIGOS DE"
SVCZ-38;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
SVCZ-38;factura_compra;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"VOLVO | PUT76284920-8 VOLVO CHILE SPA | Come medalizadon"
SVCZ-38;ficha_tecnica;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVCZ-38;gps;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVCZ-38;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLAD0 | EMPRESAS Coquimbo, 03 de noviembre de 2025 | CERTIFICADO DE HERMETICIDAD DEL ESTANQUE"
SVCZ-38;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVCZ-38;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
SVCZ-38;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Tue Apr 15;si;"AENA | ENTREGA PILLADO | CHECK LIST CAMION ALJIBE DE AGUA EMPRESAS"
SVCZ-38;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Apr 03;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD N°15271 | EQUIPO : VOLVO | SERIE : E191065"
SVCZ-38;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | Coquimbo, 04 de noviembre de 2025 EMPRESAS | CERTIFICADO DE MANTENCION REALIZADAAL"
SVCZ-38;mantencion;;NO DECLARA;SIN VENCIMIENTO;Sat Nov 08;si;"Coquimbo, 17 de abril de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
SVCZ-38;operatividad;;NO DECLARA;SIN VENCIMIENTO;Fri Sep 26;si;"PILLAD0 | Coquimbo, 04 de noviembre de 2025 EMPRESAS | CERTIFICADODE OPERATIVIDAD DEL EQUIPO"
SVCZ-38;padron;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO | CIVIL E IDENTIFICACIÓN | REPUBLICA DE CHILE"
SVCZ-38;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 SV-CZ38-K"
SVCZ-38;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Wed Nov 04;si;"REVISIONES GUAYACAN SpA | FECHA | AV. LA CANTERA 1351 COQUIMBO"
SVCZ-38;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Pagina 23 de 52 | POLIZA 85-000000079609 | Producto VM HDI FULL PESADO COMERCIO"
SVCZ-38;sist_riego;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | EMPRESSAS Coquimbo, 03 de noviembre de 2025 | CERTIFICADODE FUNCIONAMIENTO DEL"
SVCZ-38;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
SVCZ-38;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLAD0 | EMPRESAS Coquimbo, 04 de noviembre de 2025 | CERTIFICADO DE FUNCIONAMIENTO DEL"
SVCZ-38;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Fri Aug 08;si;"Coquimbo, 17 de abril de 2026 | CERTIFICADO DE TORQUE | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
TCJV-15;analisis_gases;;ILEGIBLE;;Sat Dec 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCJV-15;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"CERTIFICADO | Estimados señores: | Presente."
TCJV-15;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCJV-15;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"C440 6x4 Euro 5 | ID | (C440 6x4)"
TCJV-15;hermeticidad;;DECLARA;2026-12-12;Sat Dec 12;NO;"Fecha de vencimiento sábado, 12 de diciembre de 2026"
TCJV-15;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCJV-15;inscripcion_sec;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PAGINA 1 de 2 | Comprobante de Declaración de Camión Tanque de Transporte de | Combustibles Líquidos."
TCJV-15;inventario_neumaticos;;ILEGIBLE;;Tue Mar 25;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCJV-15;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"VENTA E INSTALACIÓN DE CRISTALES | AUTOMOTRICES Y MAQUINARIAS PESADA | CERTIFICADO DE LAMINA DE SEGURIDAD"
TCJV-15;mantencion;;NO DECLARA;SIN VENCIMIENTO;Sat Jun 12;si;"Calama, 12 JUNIO de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
TCJV-15;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCJV-15;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TC-JV15-2"
TCJV-15;revision_tecnica;SI;ILEGIBLE;;Sat Dec 12;;"No se pudo abrir: Invalid PDF structure."
TCJV-15;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TCJV-15;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TCJV-15;tc8_sec;SI;ILEGIBLE;;Thu Feb 01;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCRB-71;factura_compra;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"R.U.T.: 76.242.341-3 | AUTOKAS SOCIEDAD ANONIMA FACTURA ELECTRONICA | COMERCIALIZACION DE VEHICULOS MOTORIZADOS, VENTA DE REPUESTOS Y SERVICIO TECNICOS"
TCRB-71;homologacion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"El vehículo individualizado en este Certificado, cumple con las regulaciones para CERTIFICADO DE HOMOLOGACIÓN | Aspectos constructivos y de Emisiones de la Repú"
TCRB-71;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TCRB-71;permiso_circulacion;SI;DECLARA;2027-03-31;Wed Mar 31;NO;"LA HIGUERA 2026 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 31/03/2027 TC-RB71-0"
TCRB-71;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783718-1 Póliza N°"
TCRB-71;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Mar 31;si;"IMPORTANTE: INFORMACION SOBRE ESTE SEGURO En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados a la indemnización que"
TGGF-56;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Fri Sep 04;si;"GED SpA FECHA -~ □ | CAMINO A CHIU-CHIU 446, SITIO N 30 04 MARZO 2026 | ••"
TGGF-56;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TGGF-56;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-56;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Sat Apr 12;si;"Informe Nº : HID-112-2024 | CERTIFICADO DE HERMETICIDAD OT Nº : 1871 | Nº Registro : CE243 Y PRUEBA HIDROESTATICA"
TGGF-56;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-56;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Sat Feb 28;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : VOLVO | Folio N°: 14660"
TGGF-56;mantencion;;NO DECLARA;SIN VENCIMIENTO;Fri Apr 23;si;"Calama, 24 Abril de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
TGGF-56;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TG-GF56-6"
TGGF-56;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Fri Sep 04;si;"GEDSpA | FECHA CAMINO A CHIU-CHIU 446, SITIO N 30 | 04 MARZO 2026"
TGGF-56;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TGGF-56;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TGGF-56;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-57;analisis_gases;;ILEGIBLE;;Sun Feb 14;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-57;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 13 de abril de 2026 | CERTIFICADO DE AUSENCIA DE CODIGOS DE | FALLA DEL ECM DEL CAMION."
TGGF-57;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TGGF-57;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-57;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Fri May 02;si;"Informe Nº : HID-115-2024 | CERTIFICADO DE HERMETICIDAD OT Nº : 1872 | Nº Registro : CE246 Y PRUEBA HIDROESTATICA"
TGGF-57;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-57;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Wed May 07;si;"VITACORA DE NEUMATICOS | EQUIPO Camión de riego 22.000 L KILOMETRAJE 15802 | FECHA 24/04/2026 HOROMETRO 702"
TGGF-57;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Mar 26;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : CAMION VOLVO | Folio N°: 14556"
TGGF-57;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 9 de abril de 2026 | CERTIFICADO DE MANTENCION REALIZADA AL | SISTEMA HIDRAULICO DE LA BOMBA"
TGGF-57;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 13 de abril de 2026 | CERTIFICADO DE MANTENCION DE AIRE | ACONDICIONADO"
TGGF-57;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 21 de abril de 2026 | CERTIFICADO DE OPERATIVIDAD DEL EQUIPO | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
TGGF-57;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TG-GF57-4"
TGGF-57;revision_tecnica;;ILEGIBLE;;Sun Feb 14;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-57;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TGGF-57;sist_riego;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 9 de abril de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | SISTEMA DE REGADIO"
TGGF-57;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TGGF-57;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 13 de abril de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | TACOGRAFO"
TGGF-57;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 21 de abril de 2026 | CERTIFICADO DE TORQUE | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
TGGF-58;analisis_gases;;ILEGIBLE;;Fri Feb 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TGGF-58;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Thu Mar 20;si;"Informe Nº : HID-109-2024 | CERTIFICADO DE HERMETICIDAD OT Nº : 1870 | Nº Registro : CE240 Y PRUEBA HIDROESTATICA"
TGGF-58;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;inventario_neumaticos;;ILEGIBLE;;Tue Apr 08;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Mar 26;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : CAMION VOLVO | Folio N°: 14555"
TGGF-58;mantencion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;operatividad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TG-GF58-2"
TGGF-58;revision_tecnica;SI;ILEGIBLE;;Fri Feb 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-58;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PERMANENTEMENTE AL VEHÍCULO"
TGGF-58;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TGGF-58;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-59;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Sat Sep 19;si;"• | • | GED SpA FECHA"
TGGF-59;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TGGF-59;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-59;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-59;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Mar 26;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : CAMION VOLVO | Folio N°: 14554"
TGGF-59;mantencion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-59;operatividad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-59;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TG-GF59-0"
TGGF-59;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Gt:D SpA | FECHA CAMINO A CHIU-CHIU 446, SITIO N 30 | 19 MARZO 2026"
TGGF-59;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TGGF-59;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TGGF-59;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-60;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Mon Sep 07;si;"D So,\ FECHA | •U6 sirio N >O 07~NUOl02fl 'º A CH""-J CH1U | PLACA PATENTE"
